user_id,event_timestamp,intensity_score,category_tier,metadata
user_0049,2024-01-01 08:57:18.630950986,5.1840616717872905,silver,"{""base_score"":5.184062,""is_void"":false}"
user_0034,2024-01-01 12:57:04.824966880,6.950713953106418,silver,"{""base_score"":6.950714,""is_void"":true}"
user_0084,2024-01-01 14:13:06.593646273,4.981961974471853,bronze,"{""base_score"":4.981962,""is_void"":false}"
user_0100,2024-01-01 13:17:53.796578265,4.187039860206113,bronze,"{""base_score"":4.18704,""is_void"":false}"
user_0141,2024-01-01 08:07:04.624816144,4.747422859372154,gold,"{""base_score"":4.747423,""is_void"":true}"
user_0065,2024-01-01 11:58:04.116813672,3.8957828687928786,silver,"{""base_score"":3.895783,""is_void"":false}"
user_0024,2024-01-01 15:53:14.986589639,5.765813911512461,silver,"{""base_score"":5.765814,""is_void"":false}"
user_0124,2024-01-01 18:20:50.980556468,5.645100729631826,VIP,"{""base_score"":5.645101,""is_void"":false}"
user_0094,2024-01-01 17:49:22.685982246,7.037911871253264,VIP,"{""base_score"":7.037912,""is_void"":true}"
user_0105,2024-01-01 21:36:01.549602298,6.4253655056555,platinum,"{""base_score"":6.425366,""is_void"":false}"
user_0014,2024-01-02 01:18:13.857072688,5.113215230499525,bronze,"{""base_score"":5.113215,""is_void"":false}"
user_0046,2024-01-01 09:24:03.103716754,5.697637310925329,silver,"{""base_score"":5.697637,""is_void"":false}"
user_0115,2024-01-01 13:25:46.983788058,6.776781496366723,platinum,"{""base_score"":6.776781,""is_void"":false}"
user_0124,2024-01-02 08:59:47.587894011,3.299240672621068,silver,"{""base_score"":3.299241,""is_void"":false}"
user_0065,2024-01-01 21:45:34.023545046,4.619337630143295,bronze,"{""base_score"":4.619338,""is_void"":false}"
user_0120,2024-01-01 01:32:25.344969158,6.962669343377574,platinum,"{""base_score"":6.962669,""is_void"":false}"
user_0126,2024-01-01 04:57:11.681784558,7.186015659958432,silver,"{""base_score"":7.186016,""is_void"":false}"
user_0058,2024-01-01 10:44:11.486356105,6.765721497299392,silver,"{""base_score"":6.765721,""is_void"":true}"
user_0134,2024-01-01 02:23:53.783484043,5.147119990488633,VIP,"{""base_score"":5.14712,""is_void"":false}"
user_0043,2024-01-03 09:43:33.282098457,5.481324997405503,gold,"{""base_score"":5.481325,""is_void"":false}"
user_0035,2024-01-01 10:07:28.240876452,4.944334652322354,silver,"{""base_score"":4.944335,""is_void"":true}"
user_0102,2024-01-02 02:06:58.093938921,6.781666718366857,silver,"{""base_score"":6.781667,""is_void"":false}"
user_0095,2024-01-01 02:22:01.098053025,6.163335084163558,silver,"{""base_score"":6.163335,""is_void"":false}"
user_0020,2024-01-01 05:25:47.689108143,5.06938888482562,bronze,"{""base_score"":5.069389,""is_void"":true}"
user_0124,2024-01-03 00:22:55.012630684,6.0012208840652805,gold,"{""base_score"":6.001221,""is_void"":false}"
user_0029,2024-01-01 18:35:17.385172436,7.162577699873487,platinum,"{""base_score"":7.162578,""is_void"":false}"
user_0120,2024-01-04 06:25:38.494188767,6.392967520146224,bronze,"{""base_score"":6.392968,""is_void"":false}"
user_0001,2024-01-01 15:12:13.476334896,6.268997543069905,silver,"{""base_score"":6.268998,""is_void"":false}"
user_0119,2024-01-01 17:53:21.259453008,6.988675666912586,platinum,"{""base_score"":6.988676,""is_void"":false}"
user_0118,2024-01-01 02:56:45.317772866,4.999064977873902,bronze,"{""base_score"":4.999065,""is_void"":false}"
user_0117,2024-01-05 02:30:27.101105416,6.329205707553158,silver,"{""base_score"":6.329206,""is_void"":true}"
user_0099,2024-01-01 02:21:19.379341875,5.623347435503552,silver,"{""base_score"":5.623347,""is_void"":true}"
user_0070,2024-01-01 15:45:25.738804139,5.8939161931637445,gold,"{""base_score"":5.893916,""is_void"":false}"
user_0105,2024-01-02 00:45:02.029595878,4.837987909055959,bronze,"{""base_score"":4.837988,""is_void"":false}"
user_0041,2024-01-01 09:05:32.526890732,7.349757802686008,gold,"{""base_score"":7.349758,""is_void"":false}"
user_0117,2024-01-05 06:27:44.011672642,7.047398969050835,silver,"{""base_score"":7.047399,""is_void"":false}"
user_0083,2024-01-03 15:42:21.217901403,4.999284639573928,gold,"{""base_score"":4.999285,""is_void"":false}"
user_0068,2024-01-03 07:33:06.037224069,4.827569681027103,bronze,"{""base_score"":4.82757,""is_void"":false}"
user_0075,2024-01-01 16:38:55.652083371,5.900664252873759,silver,"{""base_score"":5.900664,""is_void"":false}"
user_0085,2024-01-03 21:43:40.351164603,6.493250076926994,silver,"{""base_score"":6.49325,""is_void"":false}"
user_0005,2024-01-01 04:30:48.186515397,5.4342091732801885,bronze,"{""base_score"":5.434209,""is_void"":false}"
user_0020,2024-01-01 07:30:26.772073757,6.297895943956053,bronze,"{""base_score"":6.297896,""is_void"":false}"
user_0036,2024-01-01 08:00:04.657999622,4.919774229490056,bronze,"{""base_score"":4.919774,""is_void"":true}"
user_0017,2024-01-01 15:56:38.313398713,6.425601062711535,silver,"{""base_score"":6.425601,""is_void"":false}"
user_0065,2024-01-02 05:06:20.688405264,6.288946528607721,bronze,"{""base_score"":6.288947,""is_void"":true}"
user_0100,2024-01-04 05:30:22.422160853,6.530038359052283,VIP,"{""base_score"":6.530038,""is_void"":false}"
user_0098,2024-01-01 07:22:08.897367049,5.339569159399874,silver,"{""base_score"":5.339569,""is_void"":false}"
user_0070,2024-01-01 23:33:18.103296788,5.445569105908124,platinum,"{""base_score"":5.445569,""is_void"":false}"
user_0128,2024-01-01 11:04:31.297269071,7.104777372611093,VIP,"{""base_score"":7.104777,""is_void"":false}"
user_0084,2024-01-01 20:34:30.835824689,3.958907945881253,bronze,"{""base_score"":3.958908,""is_void"":false}"
user_0011,2024-01-01 18:21:19.910446466,6.251154753225402,gold,"{""base_score"":6.251155,""is_void"":false}"
user_0114,2024-01-01 05:56:09.504140970,6.973681095322274,platinum,"{""base_score"":6.973681,""is_void"":false}"
user_0086,2024-01-01 03:17:13.191484833,5.857062638683548,gold,"{""base_score"":5.857063,""is_void"":false}"
user_0095,2024-01-01 12:33:01.160413293,5.2764326399858765,silver,"{""base_score"":5.276433,""is_void"":false}"
user_0084,2024-01-02 00:09:38.666059159,6.159823337276773,silver,"{""base_score"":6.159823,""is_void"":true}"
user_0083,2024-01-03 17:21:03.393441366,3.8924453071587695,bronze,"{""base_score"":3.892445,""is_void"":true}"
user_0013,2024-01-04 17:07:11.281741232,6.099458116028409,silver,"{""base_score"":6.099458,""is_void"":true}"
user_0083,2024-01-04 01:08:33.067677457,6.860930117876099,VIP,"{""base_score"":6.86093,""is_void"":false}"
user_0119,2024-01-05 04:47:20.168143330,5.501113957737216,VIP,"{""base_score"":5.501114,""is_void"":false}"
user_0045,2024-01-01 03:54:02.809430632,4.978858970996065,bronze,"{""base_score"":4.978859,""is_void"":false}"
user_0090,2024-01-01 14:32:07.975694209,4.44882054697006,gold,"{""base_score"":4.448821,""is_void"":false}"
user_0004,2024-01-01 15:12:12.183721221,5.556062428969366,silver,"{""base_score"":5.556062,""is_void"":false}"
user_0052,2024-01-01 10:56:37.761595731,5.79369627772066,VIP,"{""base_score"":5.793696,""is_void"":false}"
user_0065,2024-01-02 19:41:00.749867082,6.029117439195276,bronze,"{""base_score"":6.029117,""is_void"":false}"
user_0147,2024-01-01 06:19:33.243822930,5.686818320383908,VIP,"{""base_score"":5.686818,""is_void"":false}"
user_0032,2024-01-01 09:11:31.532643650,4.465818114616833,platinum,"{""base_score"":4.465818,""is_void"":false}"
user_0041,2024-01-01 15:58:59.699242001,5.753630436931138,bronze,"{""base_score"":5.75363,""is_void"":true}"
user_0061,2024-01-04 10:22:33.796294427,4.500238245686466,bronze,"{""base_score"":4.500238,""is_void"":false}"
user_0148,2024-01-01 13:19:23.982562498,5.15723863355613,platinum,"{""base_score"":5.157239,""is_void"":true}"
user_0128,2024-01-01 23:22:40.327695133,6.165830918141197,bronze,"{""base_score"":6.165831,""is_void"":false}"
user_0005,2024-01-01 19:22:59.298376954,4.66250445128971,silver,"{""base_score"":4.662504,""is_void"":false}"
user_0035,2024-01-01 15:01:17.346140274,6.474356174201844,VIP,"{""base_score"":6.474356,""is_void"":true}"
user_0123,2024-01-03 13:22:34.308969200,5.3388589563684565,silver,"{""base_score"":5.338859,""is_void"":true}"
user_0008,2024-01-01 11:45:46.054764482,6.152743257905093,silver,"{""base_score"":6.152743,""is_void"":false}"
user_0128,2024-01-02 10:24:48.348921807,7.182153692523877,silver,"{""base_score"":7.182154,""is_void"":false}"
user_0042,2024-01-01 07:43:44.281632925,6.310233654739544,bronze,"{""base_score"":6.310234,""is_void"":true}"
user_0137,2024-01-01 13:44:41.488932087,6.839177781159154,VIP,"{""base_score"":6.839178,""is_void"":true}"
user_0044,2024-01-01 15:18:04.693427283,3.923282650196151,silver,"{""base_score"":3.923283,""is_void"":true}"
user_0065,2024-01-03 08:41:04.965603424,5.198603313026226,bronze,"{""base_score"":5.198603,""is_void"":false}"
user_0099,2024-01-01 13:54:36.916788077,5.752735207601121,bronze,"{""base_score"":5.752735,""is_void"":false}"
user_0018,2024-01-01 09:47:31.395579392,7.548385085512005,VIP,"{""base_score"":7.548385,""is_void"":false}"
user_0083,2024-01-04 13:58:46.737830379,5.174562632965063,bronze,"{""base_score"":5.174563,""is_void"":false}"
user_0075,2024-01-02 04:04:37.252528611,5.473597693084377,platinum,"{""base_score"":5.473598,""is_void"":true}"
user_0117,2024-01-05 10:10:38.543608832,5.701622784054388,gold,"{""base_score"":5.701623,""is_void"":false}"
user_0149,2024-01-01 10:42:24.414555970,7.80941691939033,platinum,"{""base_score"":7.809417,""is_void"":true}"
user_0099,2024-01-01 17:31:57.139635812,4.943612876605369,VIP,"{""base_score"":4.943613,""is_void"":false}"
user_0061,2024-01-07 06:29:10.202208798,5.115208559547762,platinum,"{""base_score"":5.115209,""is_void"":false}"
user_0060,2024-01-01 13:16:58.317490178,7.880276365129386,VIP,"{""base_score"":7.880276,""is_void"":false}"
user_0062,2024-01-01 07:45:37.445968839,5.506406247995218,bronze,"{""base_score"":5.506406,""is_void"":false}"
user_0122,2024-01-01 05:06:46.929723843,4.9902291899367315,gold,"{""base_score"":4.990229,""is_void"":false}"
user_0048,2024-01-01 20:21:49.568817541,6.869717156275513,silver,"{""base_score"":6.869717,""is_void"":false}"
user_0025,2024-01-01 14:50:54.070904558,5.738301928069843,silver,"{""base_score"":5.738302,""is_void"":false}"
user_0050,2024-01-01 10:15:19.237148668,6.065212252958189,platinum,"{""base_score"":6.065212,""is_void"":false}"
user_0003,2024-01-03 09:22:20.297121103,6.567149774383974,VIP,"{""base_score"":6.56715,""is_void"":true}"
user_0015,2024-01-01 12:28:19.899211216,7.485648500366633,gold,"{""base_score"":7.485649,""is_void"":false}"
user_0013,2024-01-04 20:54:59.867573740,5.921244239818204,silver,"{""base_score"":5.921244,""is_void"":false}"
user_0115,2024-01-01 19:16:40.177420669,6.978085150283341,silver,"{""base_score"":6.978085,""is_void"":false}"
user_0108,2024-01-01 10:19:36.994465200,6.346199504450235,silver,"{""base_score"":6.3462,""is_void"":false}"
user_0104,2024-01-05 04:42:33.445778061,5.04442975557259,silver,"{""base_score"":5.04443,""is_void"":false}"
user_0069,2024-01-01 21:10:57.354376443,5.080893452390548,silver,"{""base_score"":5.080893,""is_void"":false}"
user_0107,2024-01-01 21:00:54.193370669,6.892594248022444,bronze,"{""base_score"":6.892594,""is_void"":true}"
user_0024,2024-01-01 18:19:11.090835435,6.05285573339002,bronze,"{""base_score"":6.052856,""is_void"":false}"
user_0135,2024-01-01 19:52:20.971267820,4.597266106222598,gold,"{""base_score"":4.597266,""is_void"":false}"
user_0075,2024-01-02 12:51:20.604515583,6.067545121744254,silver,"{""base_score"":6.067545,""is_void"":false}"
user_0140,2024-01-01 13:24:57.996172440,7.422782508851606,VIP,"{""base_score"":7.422783,""is_void"":false}"
user_0022,2024-01-01 08:30:17.043178651,5.238527992372469,gold,"{""base_score"":5.238528,""is_void"":false}"
user_0074,2024-01-01 07:14:23.176499175,5.451251557870196,bronze,"{""base_score"":5.451252,""is_void"":false}"
user_0104,2024-01-05 18:41:13.352336605,3.9825540042869307,bronze,"{""base_score"":3.982554,""is_void"":false}"
user_0074,2024-01-01 15:29:34.875550434,4.868930494417973,bronze,"{""base_score"":4.86893,""is_void"":true}"
user_0066,2024-01-02 12:04:03.488679742,6.84920434624173,VIP,"{""base_score"":6.849204,""is_void"":false}"
user_0024,2024-01-02 01:05:54.432123520,4.4840892881421075,bronze,"{""base_score"":4.484089,""is_void"":false}"
user_0057,2024-01-01 03:17:18.542652925,5.8544094249407115,silver,"{""base_score"":5.854409,""is_void"":false}"
user_0035,2024-01-01 23:12:38.108784272,6.4958175915314715,VIP,"{""base_score"":6.495818,""is_void"":true}"
user_0045,2024-01-01 18:31:48.169146442,7.195934382570302,VIP,"{""base_score"":7.195934,""is_void"":false}"
user_0102,2024-01-02 12:31:06.170689959,5.571549710780406,bronze,"{""base_score"":5.57155,""is_void"":false}"
user_0094,2024-01-02 02:28:40.285504335,6.746338811343276,bronze,"{""base_score"":6.746339,""is_void"":false}"
user_0091,2024-01-01 01:18:19.897578957,5.173850279446681,bronze,"{""base_score"":5.17385,""is_void"":false}"
user_0054,2024-01-02 01:19:21.264767388,4.836403157005229,bronze,"{""base_score"":4.836403,""is_void"":false}"
user_0143,2024-01-01 12:56:08.265594750,6.433296651032172,bronze,"{""base_score"":6.433297,""is_void"":false}"
user_0013,2024-01-05 05:51:04.422367038,5.481239055377287,silver,"{""base_score"":5.481239,""is_void"":false}"
user_0051,2024-01-03 19:00:03.251815052,6.5197439586362576,VIP,"{""base_score"":6.519744,""is_void"":false}"
user_0017,2024-01-01 20:46:19.593977062,6.585896009831144,silver,"{""base_score"":6.585896,""is_void"":true}"
user_0050,2024-01-04 19:42:16.289154067,4.984073978398339,gold,"{""base_score"":4.984074,""is_void"":false}"
user_0144,2024-01-01 07:14:06.622428062,5.662463958549512,bronze,"{""base_score"":5.662464,""is_void"":false}"
user_0054,2024-01-02 10:23:24.106313279,6.942953115909052,platinum,"{""base_score"":6.942953,""is_void"":false}"
user_0136,2024-01-01 08:06:35.161543569,7.093094655183011,gold,"{""base_score"":7.093095,""is_void"":true}"
user_0074,2024-01-01 16:35:16.406501379,7.156291244888705,platinum,"{""base_score"":7.156291,""is_void"":false}"
user_0104,2024-01-05 20:45:12.071771638,7.604615079762257,VIP,"{""base_score"":7.604615,""is_void"":false}"
user_0068,2024-01-03 11:39:44.172486996,5.360857870726653,silver,"{""base_score"":5.360858,""is_void"":false}"
user_0039,2024-01-01 05:12:12.425875045,4.116875976473336,bronze,"{""base_score"":4.116876,""is_void"":false}"
user_0114,2024-01-01 12:52:52.935174939,7.135155820050377,bronze,"{""base_score"":7.135156,""is_void"":false}"
user_0145,2024-01-05 13:09:42.223686629,4.610737950462099,silver,"{""base_score"":4.610738,""is_void"":false}"
user_0039,2024-01-04 01:11:55.373300811,5.166161912397562,VIP,"{""base_score"":5.166162,""is_void"":false}"
user_0116,2024-01-02 01:24:44.917292789,5.948344681558622,silver,"{""base_score"":5.948345,""is_void"":false}"
user_0039,2024-01-04 12:48:04.688688495,6.9076013100769025,gold,"{""base_score"":6.907601,""is_void"":false}"
user_0107,2024-01-02 02:26:27.438247625,6.291384687078908,silver,"{""base_score"":6.291385,""is_void"":false}"
user_0118,2024-01-01 12:16:45.475020382,6.090735715302219,bronze,"{""base_score"":6.090736,""is_void"":false}"
user_0067,2024-01-02 06:19:23.926210664,3.8527555360171664,silver,"{""base_score"":3.852756,""is_void"":false}"
user_0110,2024-01-01 22:51:06.502951986,5.2074968379661435,gold,"{""base_score"":5.207497,""is_void"":false}"
user_0040,2024-01-01 02:54:38.850573135,4.486937594378519,gold,"{""base_score"":4.486938,""is_void"":false}"
user_0011,2024-01-02 02:37:12.952235481,5.888008358182484,silver,"{""base_score"":5.888008,""is_void"":false}"
user_0014,2024-01-02 14:24:22.917220973,3.942923335672341,bronze,"{""base_score"":3.942923,""is_void"":true}"
user_0067,2024-01-02 09:19:55.370967954,4.827742881264654,gold,"{""base_score"":4.827743,""is_void"":true}"
user_0135,2024-01-04 20:03:18.004074609,5.714941019875822,bronze,"{""base_score"":5.714941,""is_void"":false}"
user_0019,2024-01-05 08:55:54.312770005,7.650198330635655,VIP,"{""base_score"":7.650198,""is_void"":false}"
user_0068,2024-01-04 01:12:01.963434865,4.924061720876538,bronze,"{""base_score"":4.924062,""is_void"":false}"
user_0105,2024-01-02 09:32:15.631940579,5.588690473580629,bronze,"{""base_score"":5.58869,""is_void"":false}"
user_0030,2024-01-01 20:19:26.217561921,5.404971700040475,silver,"{""base_score"":5.404972,""is_void"":false}"
user_0108,2024-01-01 12:51:44.556038121,5.4650736301882965,silver,"{""base_score"":5.465074,""is_void"":false}"
user_0045,2024-01-02 07:37:24.669537484,3.965948501854141,silver,"{""base_score"":3.965949,""is_void"":false}"
user_0121,2024-01-01 10:12:59.084721259,5.16701797221412,silver,"{""base_score"":5.167018,""is_void"":false}"
user_0086,2024-01-01 15:33:11.574150907,7.281079390836007,VIP,"{""base_score"":7.281079,""is_void"":false}"
user_0082,2024-01-01 01:55:27.695912390,6.142223941154456,silver,"{""base_score"":6.142224,""is_void"":false}"
user_0026,2024-01-01 04:02:14.208643204,5.504378606177231,silver,"{""base_score"":5.504379,""is_void"":true}"
user_0069,2024-01-02 03:31:58.765557834,4.563049054655335,silver,"{""base_score"":4.563049,""is_void"":false}"
user_0128,2024-01-02 13:06:56.535309300,6.307775017564522,bronze,"{""base_score"":6.307775,""is_void"":false}"
user_0002,2024-01-01 03:46:58.306240124,5.457490367975405,silver,"{""base_score"":5.45749,""is_void"":false}"
user_0113,2024-01-01 15:17:08.647415558,4.294975012593259,bronze,"{""base_score"":4.294975,""is_void"":true}"
user_0073,2024-01-01 11:16:04.456843633,4.557159083181321,gold,"{""base_score"":4.557159,""is_void"":false}"
user_0107,2024-01-02 03:39:08.549102565,5.190419420096257,bronze,"{""base_score"":5.190419,""is_void"":true}"
user_0099,2024-01-01 20:49:29.055894630,6.797075128860795,VIP,"{""base_score"":6.797075,""is_void"":false}"
user_0064,2024-01-01 17:34:02.758468385,4.373081979766547,silver,"{""base_score"":4.373082,""is_void"":false}"
user_0046,2024-01-01 13:02:51.816980312,5.37025165127466,platinum,"{""base_score"":5.370252,""is_void"":false}"
user_0094,2024-01-02 07:18:52.440789285,5.4534323858222455,silver,"{""base_score"":5.453432,""is_void"":false}"
user_0021,2024-01-01 01:29:28.890434238,6.206393884533499,bronze,"{""base_score"":6.206394,""is_void"":false}"
user_0087,2024-01-01 12:35:41.839414335,7.796126863590764,platinum,"{""base_score"":7.796127,""is_void"":false}"
user_0014,2024-01-04 23:29:03.213648919,4.671036954825964,gold,"{""base_score"":4.671037,""is_void"":false}"
user_0097,2024-01-01 14:01:20.360632569,7.716329147683344,gold,"{""base_score"":7.716329,""is_void"":false}"
user_0094,2024-01-02 18:08:39.010689677,6.796587107242587,silver,"{""base_score"":6.796587,""is_void"":false}"
user_0012,2024-01-04 02:06:37.042999534,4.966847410610615,gold,"{""base_score"":4.966847,""is_void"":true}"
