user_id,event_timestamp,intensity_score,category_tier
user_0101,2024-01-03 19:20:34.723187880,6.935496466912251,gold
user_0116,2024-01-01 15:44:03.241969151,6.366005822150357,bronze
user_0113,2024-01-01 16:38:42.283289835,5.474342987739398,silver
user_0029,2024-01-01 12:24:45.297377344,4.64536435160082,bronze
user_0054,2024-01-01 11:08:25.023844827,5.532306576773735,bronze
user_0070,2024-01-01 10:41:47.060055146,4.642333880073354,bronze
user_0074,2024-01-01 15:03:56.093356944,7.027417891208613,bronze
user_0006,2024-01-01 04:49:40.071663850,5.272637795108817,silver
user_0081,2024-01-01 14:07:18.071049665,6.102388054544913,platinum
user_0023,2024-01-01 10:29:12.096673303,5.271452668537322,bronze
user_0111,2024-01-01 11:05:59.728599704,4.570891584683982,silver
user_0102,2024-01-01 05:05:33.142740529,6.525932611784308,gold
user_0138,2024-01-01 05:59:08.365291951,5.858098243243936,platinum
user_0111,2024-01-01 18:54:45.395231626,6.420288879705701,silver
user_0054,2024-01-01 15:02:07.430797398,4.0941745562040985,bronze
user_0145,2024-01-01 17:40:26.529742502,5.302225676446001,silver
user_0061,2024-01-01 15:09:33.144796580,6.117062665915748,bronze
user_0048,2024-01-01 14:30:59.686910136,4.9538721662961605,platinum
user_0135,2024-01-01 01:38:39.711878286,7.147351283604775,silver
user_0055,2024-01-01 20:07:33.904872422,5.548157446280569,silver
user_0011,2024-01-01 01:51:08.154633600,5.80717870723273,bronze
user_0070,2024-01-01 17:20:40.151626162,5.646254482788461,silver
user_0119,2024-01-01 03:35:43.291752536,7.2758287879060815,gold
user_0028,2024-01-01 01:57:17.833823218,5.833761058648037,silver
user_0069,2024-01-01 10:35:32.699516488,6.441006029716557,silver
user_0019,2024-01-01 23:16:02.047924984,6.721501330359964,platinum
user_0102,2024-01-01 08:50:57.914512760,7.491641346898274,gold
user_0071,2024-01-04 05:07:51.020346122,5.267394226086442,bronze
user_0049,2024-01-01 02:51:24.515880325,6.876570134849813,silver
user_0034,2024-01-01 20:13:06.166808604,5.879180407613018,silver
user_0084,2024-01-03 03:40:29.713800133,3.9595893472966073,silver
user_0100,2024-01-01 05:40:53.548465098,7.220238352064532,bronze
user_0141,2024-01-01 15:27:55.818449841,5.591612522578922,bronze
user_0065,2024-01-01 14:23:06.429549799,7.125020326823131,platinum
user_0024,2024-01-01 14:04:05.933707903,7.094310238761671,platinum
user_0124,2024-01-01 18:25:49.835940962,7.509127206198063,gold
user_0094,2024-01-04 10:24:13.689638499,5.363910164992124,platinum
user_0105,2024-01-01 16:49:26.035401518,6.553794345768328,gold
user_0014,2024-01-01 20:17:19.894578262,5.533717988122311,gold
user_0046,2024-01-01 01:36:09.804921937,7.22858911946165,gold
user_0115,2024-01-01 06:28:12.627680455,5.7678159869275945,silver
user_0124,2024-01-04 19:16:13.858784254,7.009909563382365,silver
user_0065,2024-01-01 19:14:42.286658329,2.998674292820955,bronze
user_0120,2024-01-01 03:36:23.951940249,5.81096550459377,silver
user_0126,2024-01-03 04:47:08.204983857,5.789481262746968,bronze
user_0058,2024-01-01 13:57:40.021420075,5.4496910214359655,bronze
user_0134,2024-01-01 05:19:29.202661765,6.9861142876714215,silver
user_0043,2024-01-01 01:24:10.211954025,5.284989868056832,silver
user_0035,2024-01-01 11:29:55.797187434,5.794688751284124,bronze
user_0102,2024-01-01 15:40:12.806067082,7.031369572267356,gold
user_0095,2024-01-01 02:24:41.362558354,4.121681667552679,gold
user_0020,2024-01-01 14:58:36.909455862,4.7546499620199665,bronze
user_0124,2024-01-05 10:06:41.769958814,5.595698414958977,bronze
user_0029,2024-01-01 23:09:12.498701161,4.132839700646709,bronze
user_0120,2024-01-01 10:51:25.973506702,6.550309853258161,gold
user_0001,2024-01-03 03:56:27.032801168,6.85766689469889,gold
user_0119,2024-01-01 06:01:32.378224410,6.731343159476622,bronze
user_0118,2024-01-01 11:31:08.623583903,6.327511518653206,gold
user_0117,2024-01-01 16:33:00.649917128,5.96419113217447,bronze
user_0099,2024-01-01 12:13:06.686516002,5.838475868040297,silver
user_0070,2024-01-01 18:32:21.792454439,5.925051012444085,platinum
user_0105,2024-01-01 22:46:58.465325132,4.702336070606541,bronze
user_0041,2024-01-01 23:20:32.756906630,4.203457631433218,bronze
user_0117,2024-01-02 03:59:00.459559412,6.334631415447814,silver
user_0083,2024-01-01 16:50:47.950709081,5.803739804025006,silver
user_0068,2024-01-01 03:55:21.235069995,5.282442831693098,platinum
user_0075,2024-01-01 23:07:00.769332867,4.81262686992093,platinum
user_0085,2024-01-01 02:40:54.650827509,6.122490928269441,bronze
user_0005,2024-01-01 02:29:56.317684506,5.102131040960011,bronze
user_0020,2024-01-01 17:57:54.410426697,5.350181115909416,gold
user_0036,2024-01-01 05:16:22.693283968,6.236181763879679,bronze
user_0017,2024-01-01 05:49:52.352739987,4.856009502148576,gold
user_0065,2024-01-02 04:41:22.445870411,5.098328136714698,silver
user_0100,2024-01-01 11:10:49.493379802,5.0011040439549515,bronze
user_0098,2024-01-04 22:44:27.294035840,5.979315496663688,gold
user_0070,2024-01-02 07:34:04.761462938,5.788527153137747,bronze
user_0128,2024-01-02 10:16:53.474651366,4.540579804585031,silver
user_0084,2024-01-03 12:58:12.416142730,5.867081333639213,silver
user_0011,2024-01-01 10:11:12.832462190,6.9282257736740664,silver
user_0114,2024-01-05 04:40:59.732583578,4.761878040037884,silver
user_0086,2024-01-01 05:37:52.418379162,6.257613075157725,silver
user_0095,2024-01-01 04:03:22.019343284,6.684044691659984,platinum
user_0084,2024-01-06 22:41:15.303850853,6.487847012174025,platinum
user_0083,2024-01-04 16:16:10.371678138,6.306190766601713,silver
user_0013,2024-01-01 22:01:23.184163421,6.289798104299768,bronze
user_0083,2024-01-05 04:43:14.581539698,5.455030986290532,gold
user_0119,2024-01-01 09:07:42.084303390,7.896743543578795,platinum
user_0045,2024-01-01 09:55:17.175187657,6.083288997572657,bronze
user_0090,2024-01-01 11:38:56.024419700,5.6232956405551064,silver
user_0004,2024-01-01 13:17:49.799842026,4.49721585910855,silver
user_0052,2024-01-01 09:00:01.363725795,5.171342254668792,bronze
user_0065,2024-01-02 07:16:06.355934700,5.292814168390286,silver
user_0147,2024-01-01 01:30:14.938336058,5.210817953764005,silver
user_0032,2024-01-01 02:24:48.412680091,5.900448374684096,gold
user_0041,2024-01-02 09:55:24.226203089,4.388951747484849,gold
user_0061,2024-01-01 22:28:30.110098349,6.494573367070922,gold
user_0148,2024-01-01 07:30:02.191488807,5.100903994011104,silver
user_0128,2024-01-02 22:05:18.268905586,3.890666300251456,bronze
user_0005,2024-01-01 10:52:20.869120704,6.625227919162537,gold
user_0035,2024-01-02 02:59:35.829099495,6.518105736257643,gold
user_0123,2024-01-01 16:53:15.775689083,6.633807271330885,silver
user_0008,2024-01-01 01:23:49.871470466,5.714171626189233,gold
user_0128,2024-01-03 03:52:33.663381022,4.566859686696025,bronze
user_0042,2024-01-01 15:59:28.081970934,5.786466145737439,gold
user_0137,2024-01-01 01:42:37.643758160,5.302500575613119,bronze
user_0044,2024-01-03 02:11:54.864622064,5.643601859227111,bronze
user_0065,2024-01-02 09:20:30.838938044,5.257907364740445,silver
user_0099,2024-01-02 03:16:19.639677226,4.59864924883804,bronze
user_0018,2024-01-01 10:14:58.502295380,5.106066435819352,bronze
user_0083,2024-01-05 06:40:49.098829744,5.163088017279119,bronze
user_0075,2024-01-02 01:38:37.212725313,7.373300268384601,silver
user_0117,2024-01-04 19:36:39.409636768,5.454972216955637,gold
user_0149,2024-01-03 21:23:58.826185969,4.9737946204016295,bronze
user_0099,2024-01-02 16:17:32.481974010,7.7872088880041535,silver
user_0061,2024-01-02 12:10:41.317066501,6.348401654763064,gold
user_0060,2024-01-02 02:28:26.952966278,3.7597972725569395,bronze
user_0062,2024-01-01 04:20:43.950911906,6.246687678836952,bronze
user_0122,2024-01-01 05:07:28.427187205,5.565102272121769,gold
user_0048,2024-01-04 02:55:20.134978125,7.0180766030285415,gold
user_0025,2024-01-01 06:16:12.882897620,5.450157820870325,silver
user_0050,2024-01-01 14:14:48.851629940,5.503128096091896,gold
user_0003,2024-01-01 08:48:41.612829796,6.429882722845822,bronze
user_0015,2024-01-01 13:19:35.745206152,6.3386234074900285,silver
user_0013,2024-01-02 00:34:32.738652164,7.425018159601392,gold
user_0115,2024-01-01 17:32:54.557311790,5.3774234997615205,bronze
user_0108,2024-01-01 09:50:39.742056888,5.517178938026114,gold
user_0104,2024-01-01 18:31:29.347189456,6.399759100645498,silver
user_0069,2024-01-03 17:02:56.702413430,7.025928405763464,gold
user_0107,2024-01-03 23:07:48.654013274,6.23858051380135,silver
user_0024,2024-01-01 20:24:47.077825377,7.728446696307606,silver
user_0135,2024-01-01 09:51:12.605896897,5.829937015334655,bronze
user_0075,2024-01-02 12:38:53.169557736,5.13985805558424,bronze
user_0140,2024-01-01 06:11:35.580589497,5.793594497314652,gold
user_0022,2024-01-01 09:56:47.353266106,5.782301041064412,bronze
user_0074,2024-01-01 21:01:13.259188815,4.701390782752354,bronze
user_0104,2024-01-02 05:14:09.531624763,5.439968483129717,bronze
user_0074,2024-01-02 04:38:09.520691286,5.879631149576318,bronze
user_0066,2024-01-01 22:03:42.456122845,6.024379467599368,gold
user_0024,2024-01-01 23:51:38.698306840,6.558624903131826,silver
user_0057,2024-01-01 07:21:54.167161842,6.366453910325435,platinum
user_0035,2024-01-05 23:01:00.990855061,6.38841948358716,bronze
user_0045,2024-01-02 01:14:07.662132729,6.088456424699063,silver
user_0102,2024-01-02 05:39:51.697831546,5.83406776929248,silver
user_0094,2024-01-04 19:45:22.640122522,4.036981009657667,silver
user_0091,2024-01-01 11:16:43.361333709,7.344927753733082,gold
user_0054,2024-01-02 06:12:12.032753438,6.2346696304634,platinum
user_0143,2024-01-01 05:01:39.736972549,6.037626266692858,gold
user_0013,2024-01-02 12:03:18.951361244,5.5762117315829665,bronze
user_0051,2024-01-01 01:25:30.563610855,4.839051897630136,bronze
user_0017,2024-01-01 20:44:06.592318209,6.7501013749582475,silver
user_0050,2024-01-03 20:25:29.623261896,6.168302483117848,bronze
user_0144,2024-01-01 10:43:10.022298373,6.884157421747275,gold
user_0054,2024-01-05 22:25:16.362417412,5.463232831038366,silver
user_0136,2024-01-01 14:36:28.658160176,6.284912623620075,silver
user_0074,2024-01-02 17:49:24.940219993,6.5644208973942195,gold
user_0104,2024-01-02 10:00:41.906279230,6.162849405868497,gold
user_0068,2024-01-01 06:26:05.049471292,5.203530173096839,bronze
user_0039,2024-01-01 03:00:34.769838366,4.672840149988775,bronze
user_0114,2024-01-05 06:29:56.359188585,5.124647030370039,silver
user_0145,2024-01-01 22:09:18.874618671,5.385420063167411,silver
user_0039,2024-01-01 15:48:41.252287582,5.508565389664027,bronze
user_0116,2024-01-05 08:41:51.241497441,5.261995100061345,silver
user_0039,2024-01-01 21:56:43.782299134,6.394625805033957,gold
user_0107,2024-01-04 06:10:09.757725261,5.810993510940059,gold
user_0118,2024-01-01 20:26:56.394186312,5.5936066510960245,silver
user_0067,2024-01-05 12:26:59.376495777,5.1765005632816425,silver
user_0110,2024-01-01 16:26:36.729821320,4.182757370208666,bronze
user_0040,2024-01-01 09:21:50.323920775,6.4962022703677,silver
user_0011,2024-01-01 14:54:19.523713074,4.941271526103956,bronze
user_0014,2024-01-04 23:42:00.298851580,4.796797184427454,silver
user_0067,2024-01-05 18:17:05.670227412,6.6047171541751455,silver
user_0135,2024-01-04 14:52:36.313992407,4.699234167828477,bronze
user_0019,2024-01-02 03:05:06.409527388,4.977791642427293,bronze
user_0068,2024-01-04 00:33:35.028210966,4.125973510796365,bronze
user_0105,2024-01-02 04:49:58.688935391,6.7401199575348745,gold
user_0030,2024-01-01 14:43:17.767079716,6.8878568817603885,silver
user_0108,2024-01-01 23:10:08.341747539,5.671545107272807,bronze
user_0045,2024-01-02 10:37:26.742482579,6.393393083752309,gold
user_0121,2024-01-03 02:38:57.357594139,6.176670472137699,silver
user_0086,2024-01-01 18:21:55.750248352,5.962926764636193,silver
user_0082,2024-01-01 14:32:04.373065572,6.596973530970768,platinum
user_0026,2024-01-04 14:13:00.561432648,5.8138694243018705,bronze
user_0069,2024-01-04 05:53:32.845429466,5.878653636060699,bronze
user_0128,2024-01-05 18:25:16.985144159,5.065555903569125,silver
user_0002,2024-01-01 12:53:43.122584486,4.7841853730221215,bronze
user_0113,2024-01-01 22:09:50.117519933,5.104131201543239,silver
user_0073,2024-01-01 15:30:05.254036668,3.9591762610696994,bronze
user_0107,2024-01-04 13:52:34.537438429,5.8817656074979565,bronze
user_0099,2024-01-02 23:26:05.608164687,4.430987097732186,bronze
user_0064,2024-01-04 19:46:27.620446896,4.742469789535361,silver
user_0046,2024-01-01 16:14:18.559991043,4.004741917541662,bronze
user_0094,2024-01-05 05:13:14.635237309,3.48691212433563,bronze
user_0021,2024-01-01 11:34:42.963174760,4.666873263737783,gold
user_0087,2024-01-01 09:26:41.041071585,4.5977194760325855,bronze
user_0014,2024-01-05 11:56:45.683790528,4.659441482160908,silver
user_0097,2024-01-01 12:11:31.212009384,5.746495076241792,bronze
user_0094,2024-01-05 13:41:46.860776486,5.08626806626139,silver
user_0012,2024-01-01 12:30:36.081481035,5.662048605720613,bronze
user_0113,2024-01-02 08:18:51.440975959,5.199845619268828,silver
user_0062,2024-01-01 17:35:27.232830999,4.955300035603512,bronze
user_0118,2024-01-02 08:49:24.569533350,6.548356730654583,gold
user_0006,2024-01-01 18:38:27.007025380,5.028836680231189,platinum
user_0026,2024-01-04 23:46:28.055691710,5.216647395189747,bronze
user_0074,2024-01-06 01:07:57.471223489,4.963017623606634,bronze
user_0028,2024-01-01 11:27:41.739559613,5.976403511057946,bronze
user_0049,2024-01-01 16:00:21.085460758,5.060660403590632,silver
user_0099,2024-01-03 04:36:21.606309567,5.6161093928468135,bronze
user_0021,2024-01-01 23:11:15.391661308,4.068166740585624,gold
user_0101,2024-01-04 10:54:42.834266398,5.2312431009740825,gold
user_0015,2024-01-02 01:39:25.808432320,6.603306811105622,gold
user_0026,2024-01-05 03:21:25.271530588,6.122694853721982,silver
user_0088,2024-01-01 12:28:50.332209294,7.477287846470243,platinum
user_0119,2024-01-01 23:09:06.997237296,5.956532731086901,bronze
user_0025,2024-01-01 12:59:03.661692248,7.103231202523038,silver
user_0044,2024-01-03 09:41:00.430598997,5.413168321191475,bronze
user_0138,2024-01-01 09:17:18.893170359,7.423586535862225,platinum
user_0148,2024-01-01 15:45:58.941485686,4.2324039490242695,silver
user_0087,2024-01-03 11:13:11.362090605,5.805557658763571,gold
user_0067,2024-01-05 21:45:02.121427333,3.334240154901576,bronze
user_0052,2024-01-01 21:55:48.830702292,5.585225689986285,platinum
user_0091,2024-01-01 21:09:40.916357326,5.897096704104183,silver
user_0088,2024-01-01 18:02:03.795395391,4.295550388433072,silver
user_0044,2024-01-03 18:50:41.727539043,7.187660249983317,platinum
user_0003,2024-01-01 13:11:24.994255490,6.283024898260559,silver
user_0022,2024-01-01 18:00:38.768742773,5.685112012129896,silver
user_0143,2024-01-01 20:59:32.727200470,4.9390289930735864,silver
user_0062,2024-01-02 07:22:13.344753485,5.209696877098413,bronze
user_0072,2024-01-01 09:17:52.726103041,3.9575740445221874,bronze
user_0070,2024-01-02 16:21:22.971094504,4.7391897887290355,bronze
user_0117,2024-01-05 08:35:51.211852524,5.370933692491884,bronze
user_0009,2024-01-05 13:11:46.596098659,5.918541020429347,gold
user_0012,2024-01-01 21:13:29.325469227,6.945130300666787,silver
user_0041,2024-01-02 18:28:56.606282323,4.561634556959691,silver
user_0072,2024-01-01 13:03:52.807990931,6.244270893498898,silver
user_0100,2024-01-02 00:21:47.783179766,4.728830052920875,silver
user_0073,2024-01-01 23:44:42.276984705,5.327320558425957,silver
user_0066,2024-01-02 03:39:48.256636013,7.718589320165404,platinum
user_0140,2024-01-01 09:17:59.889142503,6.913248873242523,platinum
user_0024,2024-01-02 07:32:48.262128265,5.967284473759758,silver
user_0085,2024-01-01 09:29:13.575071215,5.926894449102639,bronze
user_0081,2024-01-01 18:58:18.569225343,5.998662836190915,silver
user_0071,2024-01-04 07:14:11.472078152,4.849696906957587,silver
user_0121,2024-01-03 15:31:46.612706948,6.620163935441778,silver
user_0040,2024-01-01 21:12:04.126371818,7.185071884152492,silver
user_0143,2024-01-02 10:00:11.227772414,6.0944033153759065,silver
user_0049,2024-01-02 00:16:08.615231881,5.3905131053414514,bronze
user_0081,2024-01-02 00:21:38.677077196,5.800344002045214,bronze
user_0078,2024-01-01 18:03:21.805060402,4.741327661201047,silver
user_0127,2024-01-01 02:18:07.223940939,5.540770689492505,bronze
user_0065,2024-01-06 09:13:57.524633019,3.947593662894973,bronze
user_0042,2024-01-02 06:14:01.847158108,5.953293324860702,gold
user_0003,2024-01-01 20:45:54.074963871,7.291613927611997,silver
user_0054,2024-01-06 01:22:17.712148380,4.961631170607774,bronze
user_0123,2024-01-01 21:11:18.384994819,5.651498042432349,silver
user_0001,2024-01-03 05:00:03.203573079,6.827636852839312,gold
user_0134,2024-01-01 10:01:18.898728268,5.090412597264661,bronze
user_0081,2024-01-02 04:44:50.712652501,5.706185454508093,gold
user_0021,2024-01-02 05:06:01.043890217,6.373010777721148,platinum
user_0045,2024-01-03 00:58:40.670899477,5.609739351482541,silver
user_0083,2024-01-05 18:05:53.869559209,4.6174442512100935,silver
user_0047,2024-01-01 03:23:45.877251627,5.257103703111688,bronze
user_0016,2024-01-01 15:27:51.263030023,6.108316512759905,platinum
user_0099,2024-01-03 09:46:07.206759003,6.4063679711241255,silver
user_0100,2024-01-02 13:53:45.487201040,5.881224059951304,platinum
user_0017,2024-01-02 06:08:41.845717585,6.373094344853227,silver
user_0042,2024-01-02 17:19:13.584057815,7.048012428874295,bronze
user_0036,2024-01-01 09:07:10.172693351,4.5930763665288,bronze
user_0098,2024-01-05 14:13:04.968356939,5.149915261795885,silver
user_0109,2024-01-01 07:14:06.904093905,5.70428808801486,silver
user_0109,2024-01-01 09:09:44.749991778,4.307661341693479,bronze
user_0140,2024-01-01 13:32:58.748062977,5.829351585044251,gold
user_0115,2024-01-02 02:33:50.993248024,5.671612556656028,gold
user_0048,2024-01-04 04:22:31.472183196,5.717884895287661,silver
user_0016,2024-01-01 19:06:40.110669367,5.666440833013826,silver
user_0092,2024-01-04 12:31:34.512055737,4.848854641586256,bronze
user_0137,2024-01-01 08:33:01.680060110,6.6898041955283825,gold
user_0146,2024-01-01 23:26:55.090580124,4.668548028221328,bronze
user_0034,2024-01-02 00:22:16.565575158,5.151398565247743,gold
user_0035,2024-01-06 03:03:51.067914100,6.095306254825869,silver
user_0005,2024-01-01 13:06:59.425155586,5.935413498699211,silver
user_0021,2024-01-02 12:21:21.899593608,3.826141297237853,bronze
user_0083,2024-01-05 19:57:27.569882211,5.729175251805545,bronze
user_0082,2024-01-02 05:09:35.039544818,5.412447231190341,gold
user_0055,2024-01-02 07:19:04.249870402,5.343632406816847,silver
user_0046,2024-01-01 23:32:08.330288056,5.378212753419551,silver
user_0124,2024-01-05 13:02:25.549451574,6.4128816098712065,platinum
user_0069,2024-01-04 15:31:47.212103264,7.785776434428492,platinum
user_0121,2024-01-04 01:41:31.138432112,6.549246839791624,gold
user_0144,2024-01-01 16:54:25.950797456,5.890618721605931,bronze
user_0047,2024-01-01 17:34:14.872719895,4.839679621369267,silver
user_0030,2024-01-02 00:17:39.620352360,6.615103379423825,gold
user_0142,2024-01-01 01:48:00.070652199,5.059161235747741,silver
user_0095,2024-01-01 07:37:16.207438035,5.045097400512445,bronze
user_0043,2024-01-01 09:42:30.668596498,5.265024980519806,gold
user_0093,2024-01-01 02:25:05.988935823,5.9207874137689895,silver
user_0077,2024-01-01 15:17:03.439007718,3.3108369878423636,silver
user_0135,2024-01-04 21:35:52.466326165,5.472057142246421,platinum
user_0038,2024-01-04 05:12:46.239211371,6.991327942591527,silver
user_0148,2024-01-02 00:54:16.321322252,5.662773098954286,silver
user_0140,2024-01-01 20:54:12.356870896,6.272699272498215,silver
user_0027,2024-01-01 17:20:30.582112764,6.6155487838654174,silver
user_0024,2024-01-05 04:45:28.757712285,6.45133545861521,bronze
user_0079,2024-01-01 04:39:39.390054832,5.331102614502297,gold
user_0006,2024-01-02 05:54:19.521288085,4.824483186660261,gold
user_0044,2024-01-06 03:02:26.311124975,6.575802398788265,bronze
user_0065,2024-01-06 20:17:02.556037043,4.8210599043767575,bronze
user_0145,2024-01-02 10:10:05.408302457,7.639322606290886,gold
user_0148,2024-01-02 13:16:48.424258572,4.3077271941973185,bronze
user_0022,2024-01-02 06:19:34.266454283,7.677091153280479,silver
user_0133,2024-01-01 22:55:28.098381013,4.703833896025188,silver
user_0013,2024-01-03 01:04:56.249460660,7.343529519464995,silver
user_0112,2024-01-01 08:07:41.198440418,6.579392615078234,bronze
user_0126,2024-01-03 13:30:34.949948788,5.082900122210789,silver
user_0133,2024-01-02 06:23:41.516936075,4.441869166099173,silver
user_0033,2024-01-01 12:59:25.147053085,4.8241414716785975,silver
user_0134,2024-01-01 14:45:20.616488167,4.873603111183109,bronze
user_0017,2024-01-02 18:29:55.498590548,6.073570948243421,silver
user_0077,2024-01-02 05:53:16.169582716,5.204769195510558,silver
user_0070,2024-01-03 02:02:37.243131160,4.8755604470705665,bronze
user_0047,2024-01-02 09:11:42.858650780,5.275757746845823,bronze
user_0003,2024-01-02 08:38:09.830760239,3.686506213278057,bronze
user_0115,2024-01-02 10:10:56.630497039,6.0884653417024035,bronze
user_0050,2024-01-04 00:15:33.484009758,4.806004602590277,bronze
user_0099,2024-01-03 18:25:48.057043423,6.40956240417886,platinum
user_0061,2024-01-02 23:56:00.368595695,6.139677042056399,silver
user_0056,2024-01-01 14:08:45.316540546,7.020196925522204,gold
user_0132,2024-01-01 04:00:14.624824867,6.305354980382621,platinum
user_0014,2024-01-08 12:59:16.752109616,3.280732143046412,bronze
user_0110,2024-01-02 04:42:47.585629889,5.510413034948495,silver
user_0112,2024-01-01 14:17:07.260762335,6.185306062496888,gold
user_0056,2024-01-01 19:19:05.240795926,4.696901364786632,silver
user_0039,2024-01-02 01:25:18.026811875,5.569871927619746,silver
user_0000,2024-01-01 05:54:13.650580378,4.473025858234193,silver
user_0140,2024-01-04 09:35:30.769300204,3.7483671956156606,bronze
user_0142,2024-01-04 15:55:53.107594733,6.575005149810661,silver
user_0036,2024-01-01 15:10:27.450112158,6.033206002448615,platinum
user_0004,2024-01-01 23:45:24.712243344,6.2045052668257625,platinum
user_0018,2024-01-02 01:40:06.570199793,5.109026180778696,bronze
user_0010,2024-01-02 04:03:12.764981486,6.864391659689799,gold
user_0124,2024-01-05 21:24:35.940217366,5.873144882102991,bronze
user_0133,2024-01-02 08:34:07.503350989,5.697199511181532,platinum
user_0022,2024-01-02 21:45:13.248842672,5.351218022185097,bronze
user_0112,2024-01-05 06:34:58.051515276,6.796985009259275,platinum
user_0026,2024-01-05 07:44:59.471579899,6.68571159773111,gold
user_0055,2024-01-02 22:14:08.594045404,6.055448645221859,bronze
user_0089,2024-01-01 02:55:05.648755026,5.725558913123105,bronze
user_0107,2024-01-05 01:20:54.348060575,7.0484906018738736,gold
user_0131,2024-01-01 05:52:17.613946261,3.9029637120952074,bronze
user_0006,2024-01-04 14:07:15.389701642,4.560142255001793,silver
user_0029,2024-01-02 09:56:59.362281587,5.943126496515858,platinum
user_0042,2024-01-03 05:59:45.049479837,5.459519147176238,silver
user_0046,2024-01-02 04:38:16.828965077,4.7605804220907935,silver
user_0149,2024-01-06 08:06:40.592754032,4.358449643546626,silver
user_0116,2024-01-05 12:22:14.411747386,4.308895702738122,bronze
user_0048,2024-01-06 12:46:31.607569346,6.5210246597648105,platinum
user_0145,2024-01-02 20:36:43.020791977,4.7959169365686725,bronze
user_0074,2024-01-06 14:06:18.558958945,5.101255448653051,bronze
user_0075,2024-01-02 15:42:41.212322368,5.067329144392771,bronze
user_0065,2024-01-06 22:12:28.689326409,5.630292589128638,platinum
user_0021,2024-01-02 19:12:35.865556756,5.061535567058207,bronze
user_0140,2024-01-04 14:47:21.368893523,5.497321769834805,gold
user_0002,2024-01-02 02:30:34.123818621,6.135947945205807,gold
user_0026,2024-01-05 18:09:58.084752605,5.771679594519184,gold
user_0034,2024-01-02 01:50:15.111295590,4.886785566558915,platinum
user_0041,2024-01-03 03:39:25.685019560,5.4844409770720075,gold
user_0019,2024-01-02 09:00:09.879625475,5.368770993315945,platinum
user_0002,2024-01-02 12:52:29.685054949,4.693136944698492,bronze
